"provider","caseId","caseSummary","mapId","requestedModel","actualModel","modelFallback","reasoningEffort","providerWarnings","generationLatencyMs","totalLatencyMs","inputTokens","outputTokens","totalTokens","apiCalls","repairCount","scenicCompileMs","scenicCompilePass","scenicSampleMs","scenicSamplePass","scenicCompileSampleMs","mapBindingPass","nativeValidationPass","simulationPass","simulationDurationS","simulationWallMs","simulationHash","actorCount","actionCount","semanticPass","semanticAssertions","editablePass","convergenceIterations","relativeActionCount","relativeTriggerFireCount","relativeTimingPass","stopReason","imagesSent","totalImageBytes","imageCostUsd","outcome","failureCategory","safeError","artifactId","seed"
"simulation-agent","synchronized-near-miss","Synchronized conflict-point near miss","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","45458","45499","7527","3676","11203","3","2","null","null","null","null","null","true","true","true","20","39","c0743d2f24ce2392fc3c09f25b4345c95ce7104def9007db291e34b966b3ce69","2","1","true","[{""id"":""vehicle-and-pedestrian"",""pass"":true,""evidence"":""1 vehicles; pedestrian=true""},{""id"":""near-miss-clearance"",""pass"":true,""evidence"":""1 near-miss actions""},{""id"":""relative-synchronization"",""pass"":true,""evidence"":""near-miss uses a relative trigger""}]","true","3","1","1","true","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
"simulation-agent","emergency-yield-response","Distance-triggered emergency yield","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","36209","36209","11081","2819","13900","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: emergency-actor=false: emergency actors=0; relative-yield=true: 1 relative yield actions; emergency-actor: emergency actors=0","iterative-text-terra/results.json","null"
"simulation-agent","signal-delayed-turn","Signal phase delayed turn","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","86354","86354","11506","6328","17834","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: two-vehicles=true: 2 vehicles; delayed-turn=true: turn=true; delayed=true; signal-control=false: 0 plans; 0 controls; signal-control: 0 plans; 0 controls","iterative-text-terra/results.json","null"
"simulation-agent","merge-rear-gap","Merge after rear-gap acceptance","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","9974","10028","2469","792","3261","1","0","null","null","null","null","null","true","true","true","20","53","4ac8f0e1bbff14b7d90f2d87d1c9bb1a67d399d431c69de30dd2c58c334ee953","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""distance-gated-merge"",""pass"":true,""evidence"":""1 distance-gated lateral actions""}]","true","1","1","0","false","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
"simulation-agent","bus-occluded-cyclist","Cyclist occluded by stopped bus","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","44378","44379","10021","3744","13765","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; bind_current_map: action bicycle_emerge_laterally lane offset must be within -1..1","iterative-text-terra/results.json","null"
"simulation-agent","lane-change-then-brake","Sequential lane change then brake","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","10410","10474","2469","831","3300","1","0","null","null","null","null","null","true","true","true","20","62","812e04e4df815c32803649b8f18231ed3fc2ff71d04474210cbf57ae047855c2","2","2","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""same-actor-sequence"",""pass"":true,""evidence"":""lane change completes before same actor stops""}]","true","1","0","0","null","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
"simulation-agent","contradictory-constraints","Contradictory physical constraints","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","35452","35452","10640","2106","12746","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","expected-rejection","expected-rejection","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: must-reject-contradiction=false: provider materialized mutually contradictory collision and separation requirements; must-reject-contradiction: provider materialized mutually contradictory collision and separation requirements","iterative-text-terra/results.json","null"
"simulation-agent-vision","lead-hard-brake","Lead vehicle hard braking","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","93383","93386","16036","9710","25746","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","4","110420","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: two-vehicles=true: 2 vehicles; explicit-stop=false: stopped actor or zero-speed action; timed-speed-action=true: speed action at/after 4s; explicit-stop: stopped actor or zero-speed action","iterative-vision-luna/results.json","null"
"simulation-agent-vision","cut-in","Adjacent-lane cut-in","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","13813","14049","3694","1441","5135","1","0","null","null","null","null","null","true","true","true","20","76","adc4e62d3e9c202d081fbaf30c3cd1878e72ff55edd647f430330e8574958846","2","3","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""lateral-action"",""pass"":true,""evidence"":""changeLane or laneOffset action""}]","true","1","0","0","null","verified","1","34412","null","success","null","null","iterative-vision-luna/results.json","null"
"simulation-agent-vision","signalized-turn-conflict","Signalized turn conflict","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","33789","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","choreography.interactions.1: ""opposing-left-turn"" and ""opposing-near-miss"" both take the topology axis of ""opposing-sedan"" at t=5s; one axis has one owner; choreography.interactions.2.actor: nearMiss routes are only supported for pedestrians","iterative-vision-luna/results.json","null"
"simulation-agent-vision","pedestrian-near-miss","Pedestrian near miss","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","34574","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","action pedestrian-crossing lane offset must be within -1..1","iterative-vision-luna/results.json","null"
"simulation-agent-vision","occluded-pedestrian","Occluded pedestrian emergence","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","77420","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","action child-enters-ego-path lane offset must be within -1..1","iterative-vision-luna/results.json","null"
"simulation-agent-vision","multi-actor-intersection","Multi-actor intersection conflict","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","29798","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","choreography.interactions.6: ""ego-pickup-conflict"" and ""ego-van-conflict"" both take the topology axis of ""ego-sedan"" at t=8s; one axis has one owner; choreography.interactions.6.actor: nearMiss routes are only supported for pedestrians; choreography.interactions.7.actor: nearMiss routes are only supported for pedestrians; choreography.interactions.8.actor: nearMiss routes are only supported for pedestrians","iterative-vision-luna/results.json","null"
"simulation-agent-vision","blocked-lane","Stopped vehicle blocks lane","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","21087","21267","3690","1978","5668","1","0","null","null","null","null","null","true","true","true","20","48","d64c5cc3b7bb7cfe74df74e9853b7a8d7f767a0da57513fd1a4af390543559f4","2","3","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""stopped-obstacle"",""pass"":true,""evidence"":""stopped/static actor or zero-speed action""}]","true","1","1","1","true","verified","1","34412","null","success","null","null","iterative-vision-luna/results.json","null"
"simulation-agent-vision","opposing-left-turn","Opposing left turn","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","21522","21752","3689","2058","5747","1","0","null","null","null","null","null","true","true","true","20","74","712152ecb3cc71d429f852cfa11b245a360b26a47a582ca1f332f6fe5e51a79f","2","2","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""turn-route"",""pass"":true,""evidence"":""route turn/path action""}]","true","1","0","0","null","verified","1","34412","null","success","null","null","iterative-vision-luna/results.json","null"
"simulation-agent-vision","motorcycle-cyclist","Motorcycle and cyclist interaction","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","30249","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","action motorcycle-close-lateral-pass lane offset must be within -1..1","iterative-vision-luna/results.json","null"
"simulation-agent-vision","unsupported-impossible","Deliberately impossible request","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","1","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","expected-rejection","provider-generation","Unsupported request: native road actors cannot teleport, fly, or pass through buildings.","iterative-vision-luna/results.json","null"
"simulation-agent-vision","pedestrian-distance-trigger","Pedestrian starts from vehicle distance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","17909","18852","3701","1828","5529","1","0","null","null","null","null","null","true","true","true","20","62","d4db046bb9fefbcd1b3fa41aa24eeeb8c2605780d00e2406a115ce2510cca9c2","2","1","true","[{""id"":""vehicle-and-pedestrian"",""pass"":true,""evidence"":""1 vehicles; 1 pedestrians""},{""id"":""pedestrian-distance-start"",""pass"":true,""evidence"":""1 pedestrian distance-triggered actions""}]","true","1","1","1","true","verified","1","34412","null","success","null","null","iterative-vision-luna/results.json","null"
"simulation-agent-vision","pedestrian-ttc-trigger","Pedestrian starts from TTC","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","41945","42882","3702","4519","8221","1","0","null","null","null","null","null","true","true","true","20","58","17476b53c06ec96f549ec4aeee9b13d77e1f960ba4e89c7dc3eb9bb5476dee32","2","3","true","[{""id"":""vehicle-and-pedestrian"",""pass"":true,""evidence"":""1 vehicles; 1 pedestrians""},{""id"":""pedestrian-ttc-start"",""pass"":true,""evidence"":""1 pedestrian TTC-triggered actions""}]","true","1","1","0","false","verified","1","34412","null","success","null","null","iterative-vision-luna/results.json","null"
"simulation-agent-vision","child-between-parked-vehicles","Child occluded by two parked vehicles","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","19036","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","action action-child-emerge lane offset must be within -1..1","iterative-vision-luna/results.json","null"
"simulation-agent-vision","synchronized-near-miss","Synchronized conflict-point near miss","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","19222","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","choreography.interactions.2.actor: nearMiss routes are only supported for pedestrians","iterative-vision-luna/results.json","null"
"simulation-agent-vision","emergency-yield-response","Distance-triggered emergency yield","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","97216","97216","15964","9406","25370","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","4","110319","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: emergency-actor=false: emergency actors=0; relative-yield=true: 1 relative yield actions; emergency-actor: emergency actors=0","iterative-vision-luna/results.json","null"
"simulation-agent-vision","signal-delayed-turn","Signal phase delayed turn","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","106817","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","choreography.interactions.2: ""adversary-signal-plan"" and ""adversary-signal-wait"" both take the longitudinal axis of ""adversary"" at t=0s; one axis has one owner; choreography.interactions.2: ""adversary-signal-plan"" and ""adversary-signal-permit"" both take the longitudinal axis of ""adversary"" at t=0s; one axis has one owner; choreography.interactions.3: ""adversary-signal-wait"" and ""adversary-signal-permit"" both take the longitudinal axis of ""adversary"" at t=0s; one axis has one owner","iterative-vision-luna/results.json","null"
"simulation-agent-vision","merge-rear-gap","Merge after rear-gap acceptance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","26875","27838","3698","2884","6582","1","0","null","null","null","null","null","true","true","true","20","60","436a01f61cb043c0c94127c53c7e93da968e6989b5512e3340eb713eb69dbe09","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""distance-gated-merge"",""pass"":true,""evidence"":""1 distance-gated lateral actions""}]","true","1","1","0","false","verified","1","34412","null","success","null","null","iterative-vision-luna/results.json","null"
"simulation-agent-vision","bus-occluded-cyclist","Cyclist occluded by stopped bus","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","31055","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","action bicycle-emergence lane offset must be within -1..1","iterative-vision-luna/results.json","null"
"simulation-agent-vision","lane-change-then-brake","Sequential lane change then brake","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","27365","28462","3698","2941","6639","1","0","null","null","null","null","null","true","true","true","20","126","26fe63d0661458ef4d0b9e34c739df9e0395862a9b4b6fde692688df23cd09b7","2","2","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""same-actor-sequence"",""pass"":true,""evidence"":""lane change completes before same actor stops""}]","true","1","0","0","null","verified","1","34412","null","success","null","null","iterative-vision-luna/results.json","null"
"simulation-agent-vision","contradictory-constraints","Contradictory physical constraints","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","24988","24989","15816","1963","17779","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","4","111063","null","expected-rejection","expected-rejection","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: must-reject-contradiction=false: provider materialized mutually contradictory collision and separation requirements; must-reject-contradiction: provider materialized mutually contradictory collision and separation requirements","iterative-vision-luna/results.json","null"
"relative-goal-optimizer","lead-hard-brake","Lead vehicle hard braking","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison.""]","25042","25044","2311","2509","4820","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","21","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 21/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","cut-in","Adjacent-lane cut-in","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","20443","20520","2306","2091","4397","1","0","null","null","null","null","null","true","true","true","20","73","3bca3209bdbe83d60e70649a59601ce98618779cde908109311d4e80c800bab1","2","4","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""lateral-action"",""pass"":true,""evidence"":""changeLane or laneOffset action""}]","true","null","0","0","null","verified","null","null","null","success","null","null","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","signalized-turn-conflict","Signalized turn conflict","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison."",""The optimizer cannot author map signal plans from its current trusted map context; signal-dependent goals may exhaust the evaluation budget.""]","21194","21195","2309","2326","4635","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","24","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 24/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","pedestrian-near-miss","Pedestrian near miss","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison.""]","24983","24984","2309","2828","5137","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","18","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 18/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","occluded-pedestrian","Occluded pedestrian emergence","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison."",""Relative region/visibility/occlusion triggers are not yet in the optimizer draft schema; occluders remain authored semantic actors, and no visibility trigger is invented.""]","27285","27286","2306","3186","5492","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","24","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 24/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","multi-actor-intersection","Multi-actor intersection conflict","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison."",""The optimizer cannot author map signal plans from its current trusted map context; signal-dependent goals may exhaust the evaluation budget.""]","45291","45291","2309","5183","7492","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","24","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 24/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","blocked-lane","Stopped vehicle blocks lane","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison.""]","18806","18806","2302","2017","4319","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","23","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 23/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","opposing-left-turn","Opposing left turn","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","28137","28180","2301","3259","5560","1","0","null","null","null","null","null","true","true","true","20","40","0c7e5705e2619bc8d6b1b8ff9343288bfa8ba3c7cf0cb8ea5d9c756cfc3fd1ea","2","5","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""turn-route"",""pass"":true,""evidence"":""route turn/path action""}]","true","null","0","0","null","verified","null","null","null","success","null","null","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","motorcycle-cyclist","Motorcycle and cyclist interaction","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison.""]","27449","27449","2304","3041","5345","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","24","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 24/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","unsupported-impossible","Deliberately impossible request","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","1","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","expected-rejection","provider-generation","Unsupported request: physical constraints are impossible or mutually contradictory.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","pedestrian-distance-trigger","Pedestrian starts from vehicle distance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison.""]","30684","30684","2313","3054","5367","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","13","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 13/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","pedestrian-ttc-trigger","Pedestrian starts from TTC","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison.""]","25385","25385","2314","2704","5018","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","17","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 17/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","child-between-parked-vehicles","Child occluded by two parked vehicles","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison."",""Relative region/visibility/occlusion triggers are not yet in the optimizer draft schema; occluders remain authored semantic actors, and no visibility trigger is invented.""]","51600","51600","2308","6071","8379","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","24","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 24/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","synchronized-near-miss","Synchronized conflict-point near miss","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison.""]","29124","29124","2312","3183","5495","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","14","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 14/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","emergency-yield-response","Distance-triggered emergency yield","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison.""]","20432","20432","2316","1844","4160","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","15","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 15/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","signal-delayed-turn","Signal phase delayed turn","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison."",""The optimizer cannot author map signal plans from its current trusted map context; signal-dependent goals may exhaust the evaluation budget.""]","16926","16926","2311","1629","3940","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","24","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 24/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","merge-rear-gap","Merge after rear-gap acceptance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","17957","18022","2310","1811","4121","1","0","null","null","null","null","null","true","true","true","20","63","ea2b716c6d7ac837eb9c9635c2211750aeb9ff61ed051f7534970275e06d858b","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""distance-gated-merge"",""pass"":true,""evidence"":""1 distance-gated lateral actions""}]","true","null","1","1","true","verified","null","null","null","success","null","null","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","bus-occluded-cyclist","Cyclist occluded by stopped bus","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison."",""Relative region/visibility/occlusion triggers are not yet in the optimizer draft schema; occluders remain authored semantic actors, and no visibility trigger is invented.""]","38644","38644","2310","4416","6726","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","24","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 24/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","lane-change-then-brake","Sequential lane change then brake","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""The model was called once; additional model repair was deliberately disabled for this comparison.""]","31696","31696","2310","2983","5293","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","17","null","null","null","evaluation-budget-exhausted","null","null","null","failure","no-candidate","optimizer_budget_exhausted: No parameter set passed full simulation and requested goals in 17/24 evaluations.","relative-optimizer-luna/results.json","null"
"relative-goal-optimizer","contradictory-constraints","Contradictory physical constraints","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","0","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","expected-rejection","provider-generation","Unsupported request: physical constraints are impossible or mutually contradictory.","relative-optimizer-luna/results.json","null"
"verified-template-search","lead-hard-brake","Lead vehicle hard braking","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","3445","3497","427","138","565","1","0","null","null","null","null","null","true","true","true","20","49","333b5682ee7759ef4d08ed1848bc757b4d15a8ff742846a0d7b2aefe53442534","2","1","false","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""explicit-stop"",""pass"":false,""evidence"":""stopped actor or zero-speed action""},{""id"":""timed-speed-action"",""pass"":true,""evidence"":""speed action at/after 4s""}]","true","null","0","0","null","null","null","null","null","semantic-mismatch","semantic-constraints","explicit-stop: stopped actor or zero-speed action","template-search-luna/results.json","null"
"verified-template-search","cut-in","Adjacent-lane cut-in","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","2523","2577","422","152","574","1","0","null","null","null","null","null","true","true","true","20","53","5f5e59df9f1baeeb3adb4b9c61c82a185cc842d538e783ae8f81b9e0f8b2d35e","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""lateral-action"",""pass"":true,""evidence"":""changeLane or laneOffset action""}]","true","null","1","0","false","null","null","null","null","success","null","null","template-search-luna/results.json","null"
"verified-template-search","signalized-turn-conflict","Signalized turn conflict","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","4701","4751","425","142","567","1","0","null","null","null","null","null","true","true","true","20","49","fc672c392808c25603a42491bebb31d09cf3c9f5ac3fc2250f91f300ab647818","2","1","false","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""turn-route"",""pass"":true,""evidence"":""route turn/path action""},{""id"":""signal-control"",""pass"":false,""evidence"":""signal plan/control/action""}]","true","null","0","0","null","null","null","null","null","semantic-mismatch","semantic-constraints","signal-control: signal plan/control/action","template-search-luna/results.json","null"
"verified-template-search","pedestrian-near-miss","Pedestrian near miss","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","1975","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","provider-generation","Verified template ec-double-crosswalk could not bind and simulate within the 24-candidate search budget","template-search-luna/results.json","null"
